combo_id,Gory_Images,violence_content,violence_setting,violence_style,reactions_to_violence,violence_presentation,blood_gore_level,war_setting,injury_penalties,violent_overtones,violence_setting_context,pixelated_childlike_style,reactions_to_violence_type,violence_presentation_style,blood_gore_level_associated,creatures_human_behaviour,violence_against_real_animals,violent_overtones_present,disturbing_images_explicitness,blood_unrelated_description,summary,country,rating
2952,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Violence towards defenseless characters without penalties,North America,Teen
2953,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Teen
2954,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting,North America,Teen
2955,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2956,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Teen
2957,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
2958,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Teen
2959,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Fierce sounds or dark overtones,North America,Teen
2960,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore,North America,Teen
2961,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,No,"Yes, with penalties",Yes,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Reactions to violence are depicted realistically | Violence is often depicted close-up | Mild/Limited blood and gore,North America,Teen
2962,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,No,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Violence towards defenseless characters with penalties,North America,Teen
2963,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,No,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
2964,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Moderate,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Violence towards defenseless characters without penalties,North America,Teen
2965,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,High,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | High amount of blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Teen
2966,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,High,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | High amount of blood and gore | Realistic or historical war setting,North America,Teen
2967,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,High,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2968,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,High,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Teen
2969,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,High,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
